system_code,location_code,location_name,Managed_by_name,location_type_description,Location_Category_Description,primary_address_line_1,Website,PTO Website,PTO or Parent Coordinator contact availible?,Contact Pos,If_Contacted,If_Responded,Community_district,Council-district,Census_tract,NTA,NTA_Name,Principal_Name,Principal_title,Principal_phone_number,fax_number,Geographical_District_code,Administrative_District_Code,Administrative_District_Name,community_school_sup_name,Tier_3_Support_Location_Name,Tier_3_Support_Leader_Name,Police_precinct
25Q214,Q214,P.S. 214 Cadwallader Colden,DOE,General Academic,Elementary,31-15 140 STREET,https://sites.google.com/ps214.com/ps214/p-s-214-school-queens,https://sites.google.com/ps214.com/ps214/pta?authuser=0,1,PTA General,1,,407,20,88901,QN22,Flushing,Denise Fuccillo,Principal,718-461-4055,718-460-6841,25,25,COMMUNITY SCHOOL DISTRICT 25,"DIMANGO, DANIELLE",NYCDOE Borough Office - Queens North,"PISACANO, MARY",109
26Q216,Q216,J.H.S. 216 George J. Ryan,DOE,General Academic,Junior High-Intermediate-Middle,64-20 175 STREET,https://ryan216.org/,https://ryan216.org/pta/,1,PTA General,1,,408,24,134100,QN41,Fresh Meadows-Utopia,Reginald Landeau,Principal,718-358-2005,718-358-2070,26,26,COMMUNITY SCHOOL DISTRICT 26,"GIUNTA, DANIELLE",NYCDOE Borough Office - Queens North,"PISACANO, MARY",107
28Q217,Q217,J.H.S. 217 Robert A. Van Wyck,DOE,General Academic,Junior High-Intermediate-Middle,85-05 144 STREET,https://www.ms217q.com/,,1,Parent Coordinator,1,,408,24,23200,QN35,Briarwood-Jamaica Hills,PATRICK BURNS,Principal,718-657-1120,718-291-3668,28,28,COMMUNITY SCHOOL DISTRICT 28,"SARDUY, MABEL",NYCDOE Borough Office - Queens South,"WILKS, MARLENE",107
25Q219,Q219,P.S. 219 Paul Klapper,DOE,General Academic,K-8,144-39 GRAVETT ROAD,https://www.psms219.org/,,1,Parent Coordinator,1,,408,24,80900,QN37,Kew Gardens Hills,Frederick Wright,Principal,718-793-2130,718-793-1039,25,25,COMMUNITY SCHOOL DISTRICT 25,"DIMANGO, DANIELLE",NYCDOE Borough Office - Queens North,"PISACANO, MARY",107
28Q220,Q220,P.S. 220 Edward Mandel,DOE,General Academic,Elementary,62-10 108 STREET,,,0,,0,,406,29,74500,QN17,Forest Hills,Josette Pizarro,Principal,718-592-3030,718-271-7642,28,28,COMMUNITY SCHOOL DISTRICT 28,"SARDUY, MABEL",NYCDOE Borough Office - Queens South,"WILKS, MARLENE",112
26Q221,Q221,P.S. 221 The North Hills School,DOE,General Academic,Elementary,57-40 MARATHON PARKWAY,https://www.ps221q.org/,,0,,0,,411,23,152901,QN45,Douglas Manor-Douglaston-Little Neck,Patricia Bullard,Principal,718-225-7029,718-225-7030,26,26,COMMUNITY SCHOOL DISTRICT 26,"GIUNTA, DANIELLE",NYCDOE Borough Office - Queens North,"PISACANO, MARY",111
30Q222,Q222,P.S. Q222 - Fire Fighter Christopher A. Santora Sc,DOE,General Academic,Early Childhood,86-15 37 AVENUE,https://youngexplorers222.wordpress.com/,,0,,0,,403,25,27900,QN28,Jackson Heights,YVONNE MARRERO,Principal,718-429-2563,718-429-3484,30,30,COMMUNITY SCHOOL DISTRICT 30,"COMPOSTO, PHILIP",NYCDOE Borough Office - Queens North,"PISACANO, MARY",115
27Q223,Q223,P.S. 223 Lyndon B. Johnson,DOE,General Academic,Elementary,125-20 SUTPHIN BOULEVARD,https://ps223.org/,https://ps223.org/pta.html,1,PTA General,1,,412,28,18401,QN76,Baisley Park,TEKESHA BABB,I.A. Principal,718-558-2900,718-925-9020,27,27,COMMUNITY SCHOOL DISTRICT 27,"AMBERT, JENNIFER",NYCDOE Borough Office - Queens South,"WILKS, MARLENE",113
75Q224,Q224,P.S. Q224,DOE,Special Education,K-8,252-12 72 AVENUE,http://www.ps244q.org/,http://www.ps244q.org/pta--slt.html,0,,0,,413,23,155102,QN44,Glen Oaks-Floral Park-New Hyde Park,DESMOND PARK,Principal,718-831-4024,718-831-4026,26,75,CITYWIDE SPECIAL EDUCATION,"LOUISSAINT, KETLER",D75 CITYWIDE BCO,Tillman Roberto,105
27Q226,Q226,J.H.S. 226 Virgil I. Grissom,DOE,General Academic,Junior High-Intermediate-Middle,121-10 ROCKAWAY BOULEVARD,https://www.virgilgrissom.com/,,0,,0,,410,28,84000,QN55,South Ozone Park,RUSHELL WHITE,Principal,718-843-2260,718-835-6317,27,27,COMMUNITY SCHOOL DISTRICT 27,"AMBERT, JENNIFER",NYCDOE Borough Office - Queens South,"WILKS, MARLENE",106
30Q227,Q227,I.S. 227 Louis Armstrong,DOE,General Academic,Junior High-Intermediate-Middle,32-02 JUNCTION BOULEVARD,https://www.armstrong227q.com/,https://www.armstrong227q.com/apps/pages/index.jsp?uREC_ID=2050485&type=d&pREC_ID=2118976,1,PTA General,1,,403,21,35300,QN27,East Elmhurst,Helen Ponella,Principal,718-335-7500,718-779-7186,30,30,COMMUNITY SCHOOL DISTRICT 30,"COMPOSTO, PHILIP",NYCDOE Borough Office - Queens North,"PISACANO, MARY",115
30Q228,Q228,The Ivan Lafayette Early Childhood School of the A,DOE,General Academic,Early Childhood,32-63 93 STREET,https://ps228queens.wixsite.com/mysite-1,,0,,0,,403,21,35300,QN27,East Elmhurst,OLGA GUZMAN,Principal,718-899-5799,718-899-7323,30,30,COMMUNITY SCHOOL DISTRICT 30,"COMPOSTO, PHILIP",NYCDOE Borough Office - Queens North,"PISACANO, MARY",115
24Q229,Q229,P.S. 229 Emanuel Kaplan,DOE,General Academic,Elementary,67-25 51 ROAD,https://www.ps229q.org/,,1,Parent Coordinator,1,1,405,30,51300,QN30,Maspeth,SETH BERGER,I.A. Principal,718-446-2120,718-672-3117,24,24,COMMUNITY SCHOOL DISTRICT 24,"CHAN, MADELENE",NYCDOE Borough Office - Queens North,"PISACANO, MARY",104
30Q230,Q230,I.S. 230,DOE,General Academic,Junior High-Intermediate-Middle,73-10 34 AVENUE,https://sites.google.com/is230.org/home/home,https://sites.google.com/is230.org/home/parent-support/pta?authuser=0,1,PTA General,1,,403,25,28900,QN28,Jackson Heights,Ronald Zirin,Principal,718-335-7648,718-335-7513,30,30,COMMUNITY SCHOOL DISTRICT 30,"COMPOSTO, PHILIP",NYCDOE Borough Office - Queens North,"PISACANO, MARY",115
27Q232,Q232,P.S. 232 Lindenwood,DOE,General Academic,K-8,153-23 83 STREET,,,0,,0,,410,32,6202,QN57,Lindenwood-Howard Beach,LISA JOSEPHSON,Principal,718-848-9247,718-738-8505,27,27,COMMUNITY SCHOOL DISTRICT 27,"AMBERT, JENNIFER",NYCDOE Borough Office - Queens South,"WILKS, MARLENE",106
75Q233,Q233,P.S. Q233,DOE,Special Education,K-12 all grades,91-30 METROPOLITAN AVENUE,https://www.p233q.com/,https://www.p233q.com/our-organization/ptameetings/,0,,0,,406,29,64500,QN17,Forest Hills,DEBBIE EDMONDS SHADDI,Principal,718-286-4700,718-286-4701,28,75,CITYWIDE SPECIAL EDUCATION,"LOUISSAINT, KETLER",D75 CITYWIDE BCO,Tillman Roberto,112
30Q234,Q234,P.S. 234,DOE,General Academic,Elementary,30-15 29 STREET,https://www.ps234queens.com/,https://www.ps234qpta.com/,1,PTA General,1,,401,22,7300,QN71,Old Astoria,Dora Danner,Principal,718-956-2760,718-956-2765,30,30,COMMUNITY SCHOOL DISTRICT 30,"COMPOSTO, PHILIP",NYCDOE Borough Office - Queens North,"PISACANO, MARY",114
30Q235,Q235,Academy for New Americans,DOE,General Academic,Junior High-Intermediate-Middle,30-14 30 STREET,is235.org,,0,,0,,401,22,7300,QN71,Old Astoria,Betty Cartagena,Principal,718-956-4140,718-956-4145,30,30,COMMUNITY SCHOOL DISTRICT 30,"COMPOSTO, PHILIP",NYCDOE Borough Office - Queens North,"PISACANO, MARY",114
31R001,R001,P.S. 001 Tottenville,DOE,General Academic,Elementary,58 SUMMIT STREET,https://www.ps01.org/,,0,,0,,503,51,24401,SI11,Charleston-Richmond Valley-Tottenville,Grace Silberstein,Principal,718-984-0960,718-984-3389,31,31,COMMUNITY SCHOOL DISTRICT 31,"GALLASSIO, VINCENZA",NYCDOE Borough Office - Staten Island,"Ramones, Kimberly",123
31R002,R002,I.S. R002 George L. Egbert,DOE,General Academic,Junior High-Intermediate-Middle,333 MIDLAND AVENUE,https://www.egbertintermediateschool.org/,,0,,0,,502,50,11202,SI45,New Dorp-Midland Beach,ADRIENNE STALLONE,Principal,718-987-5336,718-987-6937,31,31,COMMUNITY SCHOOL DISTRICT 31,"GALLASSIO, VINCENZA",NYCDOE Borough Office - Staten Island,"Ramones, Kimberly",122
31R003,R003,P.S. 003 The Margaret Gioiosa School,DOE,General Academic,Elementary,80 SOUTH GOFF AVENUE,http://www.ps3blueherons.org/,,0,,0,,503,51,19800,SI01,Annadale-Huguenot-Prince's Bay-Eltingville,"Myers, Elmer",Principal,718-984-1021,718-984-3628,31,31,COMMUNITY SCHOOL DISTRICT 31,"GALLASSIO, VINCENZA",NYCDOE Borough Office - Staten Island,"Ramones, Kimberly",123
31R004,R004,P.S. 004 Maurice Wollin,DOE,General Academic,Elementary,200 NEDRA LANE,https://www.ps4si.org/,,1,PTA General,1,,503,51,17010,SI48,Arden Heights,Suzanne Dimitri,Principal,718-984-1197,718-984-2324,31,31,COMMUNITY SCHOOL DISTRICT 31,"GALLASSIO, VINCENZA",NYCDOE Borough Office - Staten Island,"Ramones, Kimberly",123
25Q237,Q237,I.S. 237,DOE,General Academic,Junior High-Intermediate-Middle,46-21 COLDEN STREET,https://rcis237.org/,https://rcis237.org/parents-corner-1,0,,0,,407,20,84500,QN22,Flushing,JUDITH FRIEDMAN,Principal,718-353-6464,718-460-6427,25,25,COMMUNITY SCHOOL DISTRICT 25,"DIMANGO, DANIELLE",NYCDOE Borough Office - Queens North,"PISACANO, MARY",109
29Q238,Q238,I.S. 238 - Susan B. Anthony Academy,DOE,General Academic,Junior High-Intermediate-Middle,88-15 182 STREET,https://www.is238.com/,,0,,0,,412,27,47000,QN61,Jamaica,Peter Leddy,Principal,718-297-9821,718-658-5288,29,29,COMMUNITY SCHOOL DISTRICT 29,"MITCHELL, BEVERLY",NYCDOE Borough Office - Queens South,"WILKS, MARLENE",103
24Q239,Q239,P.S. 239,DOE,General Academic,Elementary,17-15 WEIRFIELD STREET,https://www.ps239q.org/,,0,,0,,405,34,55300,QN20,Ridgewood,Michele Dzwonek,Principal,718-417-2840,718-417-2845,24,24,COMMUNITY SCHOOL DISTRICT 24,"CHAN, MADELENE",NYCDOE Borough Office - Queens North,"PISACANO, MARY",104
25Q242,Q242,P.S. 242 Leonard P. Stavisky Early Childhood Schoo,DOE,General Academic,Early Childhood,29-66 137 STREET,http://www.ps242q.org/,http://www.ps242q.org/school-leadership-team.html,1,PTA General,1,,407,20,88901,QN22,Flushing,Jill Pritchard,Principal,718-445-2902,718-939-7751,25,25,COMMUNITY SCHOOL DISTRICT 25,"DIMANGO, DANIELLE",NYCDOE Borough Office - Queens North,"PISACANO, MARY",109
25Q244,Q244,The Active Learning Elementary School,DOE,General Academic,Early Childhood,137-20 FRANKLIN AVENUE,http://www.ps244q.org/,,0,,0,,407,20,79701,QN22,Flushing,Robert Groff,Principal,718-445-5730,718-445-5856,25,25,COMMUNITY SCHOOL DISTRICT 25,"DIMANGO, DANIELLE",NYCDOE Borough Office - Queens North,"PISACANO, MARY",109
25Q250,Q250,I.S. 250 The Robert F. Kennedy Community Middle Sc,DOE,General Academic,Junior High-Intermediate-Middle,158-40 76 ROAD,https://sites.google.com/25q250.gsuite.nyc/robertfkennedymiddleschool/home,,1,Parent Coordinator,1,,408,24,125700,QN37,Kew Gardens Hills,Tara Mrwik,Principal,718-591-9000,718-591-2340,25,25,COMMUNITY SCHOOL DISTRICT 25,"DIMANGO, DANIELLE",NYCDOE Borough Office - Queens North,"PISACANO, MARY",107
29Q251,Q251,P.S. 251 Queens,DOE,General Academic,Elementary,144-51 ARTHUR STREET,http://www.ps251q.org/,,0,,0,,413,31,32000,QN03,Springfield Gardens South-Brookville,Relda Barry Grant,Principal,718-276-2745,718-723-7822,29,29,COMMUNITY SCHOOL DISTRICT 29,"MITCHELL, BEVERLY",NYCDOE Borough Office - Queens South,"WILKS, MARLENE",105
25Q252,Q252,"Queens School of Inquiry, The",DOE,General Academic,Secondary School,158-40 76 ROAD,https://www.queensinquiry.com/,,0,,0,,408,24,125700,QN37,Kew Gardens Hills,MEREDITH INBAL,Principal,718-380-6929,718-380-6809,25,25,NULL,NULL,NYCDOE Citywide Office - Affinity Schools,NULL,107
27Q253,Q253,P.S. 253,DOE,General Academic,Elementary,1307 CENTRAL AVENUE,https://www.ps253q.org/,,0,,0,,414,31,103202,QN15,Far Rockaway-Bayswater,Phoebe Grant Robinson,I.A. Principal,718-327-0895,718-327-3964,27,27,COMMUNITY SCHOOL DISTRICT 27,"AMBERT, JENNIFER",NYCDOE Borough Office - Queens South,"WILKS, MARLENE",101
27Q254,Q254,P.S. 254 - The Rosa Parks School,DOE,General Academic,Elementary,84-40 101 STREET,https://www.ps254q27.com/,,0,,0,,409,32,2400,QN54,Richmond Hill,Pamela Markham,Principal,718-520-7878,718-846-7404,27,27,COMMUNITY SCHOOL DISTRICT 27,"AMBERT, JENNIFER",NYCDOE Borough Office - Queens South,"WILKS, MARLENE",102
75Q255,Q255,P.S. Q255,DOE,Special Education,K-12 all grades,158-40 76 ROAD,https://www.p255q.org/,,0,,0,,408,24,125700,QN37,Kew Gardens Hills,GREGG LOPEZ,Principal,718-380-1247,718-380-2295,25,75,CITYWIDE SPECIAL EDUCATION,"LOUISSAINT, KETLER",D75 CITYWIDE BCO,Tillman Roberto,107
75Q256,Q256,P.S. Q256,DOE,Special Education,K-12 all grades,525 CONVENT ROAD,https://www.p256q.org/,https://www.p256q.org/pa.html,1,PTA General,1,,0,0,,,,Robert Lopez,Principal,516-921-0450,516-921-4045,0,75,CITYWIDE SPECIAL EDUCATION,"LOUISSAINT, KETLER",D75 CITYWIDE BCO,Tillman Roberto,NULL
29Q259,Q259,Pathways College Preparatory School: A College Boa,DOE,General Academic,Secondary School,109-89 204 STREET,https://pathwaysprep.org/,https://pathwaysprep.org/apps/pages/index.jsp?uREC_ID=469878&type=d,1,PTA General,1,,412,27,50800,QN07,Hollis,FIA DAVIS,Principal,718-454-4957,718-454-4892,29,29,NULL,NULL,NYCDOE Borough Office - Queens South,"WILKS, MARLENE",103
27Q262,Q262,Channel View School for Research,DOE,General Academic,Secondary School,100-00 BEACH CHANNEL DRIVE,https://www.cvsr.info/,,0,,0,,414,32,93800,QN10,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,DENISE HARPER RICHARDS,Principal,718-634-1970,718-734-3296,27,27,NULL,NULL,NYCDOE Citywide Office - Affinity Schools,NULL,100
26Q266,Q266,P.S./I.S. 266,DOE,General Academic,K-8,74-10 COMMONWEALTH BOULEVARD,https://sites.google.com/psis266.org/k-8,https://sites.google.com/psis266.org/psis266qpta/home?authuser=0,1,PTA General,1,,413,23,156700,QN43,Bellerose,Ayanna Greenidge,Principal,718-479-3920,718-479-2482,26,26,COMMUNITY SCHOOL DISTRICT 26,"GIUNTA, DANIELLE",NYCDOE Borough Office - Queens North,"PISACANO, MARY",105
29Q268,Q268,P.S./I.S. 268,DOE,General Academic,K-8,92-07 175 STREET,http://www.psis268q.org/,,0,,0,,412,27,44400,QN61,Jamaica,LISSA GRANT STEWART,Principal,718-206-3240,718-206-2938,29,29,COMMUNITY SCHOOL DISTRICT 29,"MITCHELL, BEVERLY",NYCDOE Borough Office - Queens South,"WILKS, MARLENE",103
29Q270,Q270,The Gordon Parks School,DOE,General Academic,K-8,233-15 MERRICK BOULEVARD,https://www.gordonparksschool.org/,,0,,0,,413,31,61800,QN66,Laurelton,Chayvonne Harper,Principal,718-341-8280,718-341-5589,29,29,COMMUNITY SCHOOL DISTRICT 29,"MITCHELL, BEVERLY",NYCDOE Borough Office - Queens South,"WILKS, MARLENE",105
27Q273,Q273,P.S. 273,DOE,General Academic,Elementary,88-07 102ND STREET,,,0,,0,,409,32,2800,QN54,Richmond Hill,BRENDA WARD,Principal,718-286-8300,718-286-8310,27,27,COMMUNITY SCHOOL DISTRICT 27,"AMBERT, JENNIFER",NYCDOE Borough Office - Queens South,"WILKS, MARLENE",102
75Q277,Q277,The Riverview School,DOE,Special Education,K-12 all grades,50-15 44TH STREET,https://www.theriverviewschool.com/,https://www.theriverviewschool.com/parent-portal,1,PTA General,1,,402,26,18700,QN31,Hunters Point-Sunnyside-West Maspeth,ANNETTE BEALE,Principal,718-609-3320,718-609-3322,24,75,CITYWIDE SPECIAL EDUCATION,"LOUISSAINT, KETLER",D75 CITYWIDE BCO,Tillman Roberto,108
30Q280,Q280,P.S. 280,DOE,General Academic,Elementary,34-20 94TH STREET,https://ps280q.org/,https://ps280q.org/pta.html,0,,0,,403,25,27300,QN28,Jackson Heights,LISA HIDALGO,Principal,718-424-9031,718-424-9093,30,30,COMMUNITY SCHOOL DISTRICT 30,"COMPOSTO, PHILIP",NYCDOE Borough Office - Queens North,"PISACANO, MARY",115
25Q281,Q281,East-West School of International Studies,DOE,General Academic,Secondary School,46-21 COLDEN STREET,https://www.ewsis.org/,https://www.ewsis.org/PTA,0,,0,,407,20,84500,QN22,Flushing,ANTHONY CROMER,Principal,718-353-0009,718-353-3772,25,25,NULL,NULL,NYCDOE Citywide Office - Affinity Schools,NULL,109
27Q282,Q282,Knowledge and Power Preparatory Academy VI,DOE,General Academic,Junior High-Intermediate-Middle,8-21 BAY 25 STREET,,,0,,0,,414,31,100802,QN15,Far Rockaway-Bayswater,GARY DUMORNAY,Principal,718-471-6934,718-471-6938,27,27,COMMUNITY SCHOOL DISTRICT 27,"AMBERT, JENNIFER",NYCDOE Borough Office - Queens South,"WILKS, MARLENE",101
29Q283,Q283,Preparatory Academy for Writers: A College Board S,DOE,General Academic,Secondary School,143-10 SPRINGFIELD BOULEVARD,https://preparatoryacademyforwriters.ss11.sharpschool.com/,,0,,0,,412,31,33000,QN02,Springfield Gardens North,CHARLES ANDERSON,Principal,718-949-8405,718-525-8495,29,29,NULL,NULL,NYCDOE Borough Office - Queens South,"WILKS, MARLENE",113
28Q284,Q284,York Early College Academy,DOE,General Academic,Secondary School,108-35 167 STREET,https://www.yorkearlycollegeacademy.com/,,0,,0,,412,27,25800,QN01,South Jamaica,Noah Angeles,Principal,718-262-8547,718-558-4257,28,28,NULL,NULL,NYCDOE Citywide Office - Affinity Schools,NULL,103
25Q285,Q285,World Journalism Preparatory: A College Board Scho,DOE,General Academic,Secondary School,34-65 192 STREET,https://www.wjps.org/,https://www.wjps.org/groups/73961/wjps_pta/pta_home,1,PTA General,1,,411,19,113900,QN48,Auburndale,JANINE WERNER,Principal,718-461-2219,718-461-2633,25,25,NULL,NULL,NYCDOE Borough Office - Queens North,"PISACANO, MARY",111
30Q286,Q286,"Young Women's Leadership School, Astoria",DOE,General Academic,Secondary School,23-15 NEWTOWN AVENUE,https://www.tywls-astoria.org/,,0,,0,,401,22,6900,QN71,Old Astoria,Allison Persad,Principal,718-267-2839,718-728-0218,30,30,NULL,NULL,NYCDOE Citywide Office - Affinity Schools,NULL,114
28Q287,Q287,The Emerson School,DOE,General Academic,Junior High-Intermediate-Middle,108-35 167 STREET,https://theemersonschool.com/,,0,,0,,412,27,25800,QN01,South Jamaica,Jakub Lau,Principal,718-657-4801,718-657-4807,28,28,COMMUNITY SCHOOL DISTRICT 28,"SARDUY, MABEL",NYCDOE Borough Office - Queens South,"WILKS, MARLENE",103
29Q289,Q289,Queens United Middle School,DOE,General Academic,Junior High-Intermediate-Middle,229-02 137 AVENUE,https://www.queensunited.org/,https://www.queensunited.org/parents/pta-at-qums,1,Parent Coordinator,,,413,31,64600,QN66,Laurelton,TOSHALYN FRANCIS,I.A. Principal,718-723-3501,718-723-3507,29,29,COMMUNITY SCHOOL DISTRICT 29,"MITCHELL, BEVERLY",NYCDOE Borough Office - Queens South,"WILKS, MARLENE",105
24Q290,Q290,A.C.E. Academy for Scholars at the Geraldine Ferra,DOE,General Academic,Elementary,55-20 METROPOLITAN AVENUE,https://www.ps290q.com/,https://www.ps290q.com/pta,1,PTA General,1,,405,30,59500,QN20,Ridgewood,Jose Jimenez,Principal,718-571-6900,718-571-6920,24,24,COMMUNITY SCHOOL DISTRICT 24,"CHAN, MADELENE",NYCDOE Borough Office - Queens North,"PISACANO, MARY",104
30Q291,Q291,Hunters Point Community Middle School,DOE,General Academic,Junior High-Intermediate-Middle,1-50 51ST AVENUE,https://www.hunterspointcms.org/,https://hpcmspta.square.site/,1,PTA General,1,,402,26,100,QN31,Hunters Point-Sunnyside-West Maspeth,SARAH GOODMAN,Principal,718-609-3300,718-609-3319,30,30,COMMUNITY SCHOOL DISTRICT 30,"COMPOSTO, PHILIP",NYCDOE Borough Office - Queens North,"PISACANO, MARY",108
25Q294,Q294,BELL Academy,DOE,General Academic,Junior High-Intermediate-Middle,18-25 212 STREET,http://www.thebellacademy.com/,http://www.thebellacademy.com/pta.html,1,PTA General,1,,407,19,99704,QN47,Ft. Totten-Bay Terrace-Clearview,David Abbott,Principal,718-428-0587,718-428-0237,25,25,COMMUNITY SCHOOL DISTRICT 25,"DIMANGO, DANIELLE",NYCDOE Borough Office - Queens North,"PISACANO, MARY",109
29Q295,Q295,P.S./I.S. 295,DOE,General Academic,K-8,222-14 JAMAICA AVENUE,https://sites.google.com/schools.nyc.gov/psis295q/home,,0,,0,,413,23,56800,QN34,Queens Village,DEON LAVIGNE-JONES,Principal,718-464-1433,718-464-1439,29,29,COMMUNITY SCHOOL DISTRICT 29,"MITCHELL, BEVERLY",NYCDOE Borough Office - Queens South,"WILKS, MARLENE",105
27Q297,Q297,Hawtree Creek Middle School,DOE,General Academic,Junior High-Intermediate-Middle,121-10 ROCKAWAY BOULEVARD,https://www.hcms297.org/,,0,,0,,410,28,84000,QN55,South Ozone Park,Dr. Maureen Hussey,Principal,718-659-3792,718-659-3798,27,27,COMMUNITY SCHOOL DISTRICT 27,"AMBERT, JENNIFER",NYCDOE Borough Office - Queens South,"WILKS, MARLENE",106
30Q300,Q300,The 30th Avenue School (G&T Citywide),DOE,General Academic,K-8,28-37 29 STREET,https://ps300q.org/,https://q300pta.org/,1,PTA General,1,,401,22,7100,QN71,Old Astoria,VASILIOS BINIARIS,Principal,718-726-0501,718-726-0949,30,30,COMMUNITY SCHOOL DISTRICT 30,"COMPOSTO, PHILIP",NYCDOE Borough Office - Queens North,"PISACANO, MARY",114
28Q303,Q303,The Academy for Excellence through the Arts,DOE,General Academic,Early Childhood,108-55 69 AVENUE,https://www.aeaps303q.org/,https://www.303pta.org/,1,PTA General,1,,406,29,73900,QN17,Forest Hills,BARBARA LETO,Principal,718-459-1358,NULL,28,28,COMMUNITY SCHOOL DISTRICT 28,"SARDUY, MABEL",NYCDOE Borough Office - Queens South,"WILKS, MARLENE",112
24Q305,Q305,Learners and Leaders,DOE,General Academic,Elementary,378 SENECA AVENUE,https://www.ps305.com/,,0,,0,,405,34,53900,QN20,Ridgewood,LYNN BOTFELD,Principal,718-366-1061,718-366-4301,24,24,COMMUNITY SCHOOL DISTRICT 24,"CHAN, MADELENE",NYCDOE Borough Office - Queens North,"PISACANO, MARY",115
27Q306,Q306,New York City Academy for Discovery,DOE,General Academic,Elementary,95-16 89TH AVENUE,https://ps306q.org/,https://ps306q.org/pa,1,PTA General,2,,409,32,2000,QN53,Woodhaven,Cheryl Ann Leone,Principal,718-441-2165,718-441-5923,27,27,COMMUNITY SCHOOL DISTRICT 27,"AMBERT, JENNIFER",NYCDOE Borough Office - Queens South,"WILKS, MARLENE",102
24Q307,Q307,Pioneer Academy,DOE,General Academic,Elementary,40-20 100TH STREET,https://www.pioneeracademy307.org/,,0,,0,,404,21,40700,QN26,North Corona,CECILIA JACKSON,Principal,718-779-5068,718-779-5109,24,24,COMMUNITY SCHOOL DISTRICT 24,"CHAN, MADELENE",NYCDOE Borough Office - Queens North,"PISACANO, MARY",110
27Q309,Q309,Academy of Medical Technology: A College Board Sch,DOE,General Academic,Secondary School,8-21 BAY 25 STREET,http://www.amtnyc.org/,,0,,0,,414,31,100802,QN15,Far Rockaway-Bayswater,William Johnson,Principal,718-471-3571,718-471-0314,27,27,NULL,NULL,NYCDOE Borough Office - Queens South,"WILKS, MARLENE",101
28Q310,Q310,Queens Collegiate: A College Board School,DOE,General Academic,Secondary School,167-01 GOTHIC DRIVE,https://www.queenscollegiate.org/,,1,Parent Coordinator,,,408,24,45200,QN35,Briarwood-Jamaica Hills,JAIME DUBEI,Principal,718-658-4016,718-658-5149,28,28,NULL,NULL,NYCDOE Borough Office - Queens South,"WILKS, MARLENE",107
24Q311,Q311,Corona Arts & Sciences Academy,DOE,General Academic,Junior High-Intermediate-Middle,98-11 44TH AVENUE,https://www.casa311.org/,,0,,0,,404,21,40900,QN26,North Corona,Beth Hert,Principal,718-507-3820,718-507-3828,24,24,COMMUNITY SCHOOL DISTRICT 24,"CHAN, MADELENE",NYCDOE Borough Office - Queens North,"PISACANO, MARY",110
28Q312,Q312,Jamaica Children's School,DOE,General Academic,Elementary,109-20 UNION HALL STREET,https://www.jamaicachildrensschool.org/,https://www.jamaicachildrensschool.org/pta,1,PTA General,1,,412,28,26000,QN01,South Jamaica,Valerie Paul,I.A. Principal,718-526-0160,718-526-0703,28,28,COMMUNITY SCHOOL DISTRICT 28,"SARDUY, MABEL",NYCDOE Borough Office - Queens South,"WILKS, MARLENE",103
